,Binomial,Category,Common name,Family,Notes,Order,colour,common_name_in_url,size,url,"('nsw', 'vic', 'tas', 'act', 'sa', 'wa', 'nt', 'qld')",nsw,vic,tas,act,sa,wa,nt,qld,min_weight,max_weight,min_length,max_length,images_url,voice_url,Description,Sourcescolour
577,Acanthornis magna,"Scrubwrens, thornbills and allies",Scrubtit,Acanthizidae,,Passeriformes,,Scrubtit,,https://en.wikipedia.org/wiki/Scrubtit,,,,,,,,,,,,,,,,,
578,Hylacola pyrrhopygia,"Scrubwrens, thornbills and allies",Chestnut-rumped heathwren,Acanthizidae,,Passeriformes,,Chestnut-rumped_heathwren,,https://en.wikipedia.org/wiki/Chestnut-rumped_heathwren,,,,,,,,,,,,,,,,,
579,Hylacola cauta,"Scrubwrens, thornbills and allies",Shy heathwren,Acanthizidae,,Passeriformes,,Shy_heathwren,,https://en.wikipedia.org/wiki/Shy_heathwren,,,,,,,,,,,,,,,,,
580,Calamanthus fuliginosus,"Scrubwrens, thornbills and allies",Striated fieldwren,Acanthizidae,,Passeriformes,,Striated_fieldwren,,https://en.wikipedia.org/wiki/Striated_fieldwren,,,,,,,,,,,,,,,,,
581,Calamanthus campestris,"Scrubwrens, thornbills and allies",Rufous fieldwren,Acanthizidae,,Passeriformes,,Rufous_fieldwren,,https://en.wikipedia.org/wiki/Rufous_fieldwren,,,,,,,,,,,,,,,,,
582,Pyrrholaemus brunneus,"Scrubwrens, thornbills and allies",Redthroat,Acanthizidae,,Passeriformes,,Redthroat,,https://en.wikipedia.org/wiki/Redthroat,,,,,,,,,,,,,,,,,
583,Chthonicola sagittatus,"Scrubwrens, thornbills and allies",Speckled warbler,Acanthizidae,,Passeriformes,,Speckled_warbler,,https://en.wikipedia.org/wiki/Speckled_warbler,,,,,,,,,,,,,,,,,
584,Smicrornis brevirostris,"Scrubwrens, thornbills and allies",Weebill,Acanthizidae,,Passeriformes,,Weebill,,https://en.wikipedia.org/wiki/Weebill,,,,,,,,,,,,,,,,,
585,Gerygone mouki,"Scrubwrens, thornbills and allies",Brown gerygone,Acanthizidae,,Passeriformes,,Brown_gerygone,,https://en.wikipedia.org/wiki/Brown_gerygone,,,,,,,,,,,,,,,,,
586,Gerygone modesta,"Scrubwrens, thornbills and allies",Norfolk Island gerygone,Acanthizidae,Norfolk Island,Passeriformes,,Norfolk_Island_gerygone,,https://en.wikipedia.org/wiki/Norfolk_Island_gerygone,,,,,,,,,,,,,,,,,
587,Gerygone insularis,"Scrubwrens, thornbills and allies",Lord Howe gerygone,Acanthizidae,"extinct, Lord Howe Island",Passeriformes,,Lord_Howe_gerygone,,https://en.wikipedia.org/wiki/Lord_Howe_gerygone,,,,,,,,,,,,,,,,,
588,Gerygone levigaster,"Scrubwrens, thornbills and allies",Mangrove gerygone,Acanthizidae,,Passeriformes,,Mangrove_gerygone,,https://en.wikipedia.org/wiki/Mangrove_gerygone,,,,,,,,,,,,,,,,,
589,Gerygone fusca,"Scrubwrens, thornbills and allies",Western gerygone,Acanthizidae,,Passeriformes,,Western_gerygone,,https://en.wikipedia.org/wiki/Western_gerygone,,,,,,,,,,,,,,,,,
590,Gerygone tenebrosa,"Scrubwrens, thornbills and allies",Dusky gerygone,Acanthizidae,,Passeriformes,,Dusky_gerygone,,https://en.wikipedia.org/wiki/Dusky_gerygone,,,,,,,,,,,,,,,,,
591,Gerygone magnirostris,"Scrubwrens, thornbills and allies",Large-billed gerygone,Acanthizidae,,Passeriformes,,Large-billed_gerygone,,https://en.wikipedia.org/wiki/Large-billed_gerygone,,,,,,,,,,,,,,,,,
592,Gerygone chloronota,"Scrubwrens, thornbills and allies",Green-backed gerygone,Acanthizidae,,Passeriformes,,Green-backed_gerygone,,https://en.wikipedia.org/wiki/Green-backed_gerygone,,,,,,,,,,,,,,,,,
593,Gerygone palpebrosa,"Scrubwrens, thornbills and allies",Fairy gerygone,Acanthizidae,,Passeriformes,,Fairy_gerygone,,https://en.wikipedia.org/wiki/Fairy_gerygone,,,,,,,,,,,,,,,,,
594,Gerygone albogularis,"Scrubwrens, thornbills and allies",White-throated gerygone,Acanthizidae,,Passeriformes,,White-throated_gerygone,,https://en.wikipedia.org/wiki/White-throated_gerygone,,,,,,,,,,,,,,,,,
595,Acanthiza robustirostris,"Scrubwrens, thornbills and allies",Slaty-backed thornbill,Acanthizidae,,Passeriformes,,Slaty-backed_thornbill,,https://en.wikipedia.org/wiki/Slaty-backed_thornbill,,,,,,,,,,,,,,,,,
596,Acanthiza lineata,"Scrubwrens, thornbills and allies",Striated thornbill,Acanthizidae,,Passeriformes,,Striated_thornbill,,https://en.wikipedia.org/wiki/Striated_thornbill,,,,,,,,,,,,,,,,,
597,Acanthiza nana,"Scrubwrens, thornbills and allies",Yellow thornbill,Acanthizidae,,Passeriformes,,Yellow_thornbill,,https://en.wikipedia.org/wiki/Yellow_thornbill,,,,,,,,,,,,,,,,,
598,Acanthiza chrysorrhoa,"Scrubwrens, thornbills and allies",Yellow-rumped thornbill,Acanthizidae,,Passeriformes,,Yellow-rumped_thornbill,,https://en.wikipedia.org/wiki/Yellow-rumped_thornbill,,,,,,,,,,,,,,,,,
599,Acanthiza uropygialis,"Scrubwrens, thornbills and allies",Chestnut-rumped thornbill,Acanthizidae,,Passeriformes,,Chestnut-rumped_thornbill,,https://en.wikipedia.org/wiki/Chestnut-rumped_thornbill,,,,,,,,,,,,,,,,,
600,Acanthiza reguloides,"Scrubwrens, thornbills and allies",Buff-rumped thornbill,Acanthizidae,,Passeriformes,,Buff-rumped_thornbill,,https://en.wikipedia.org/wiki/Buff-rumped_thornbill,,,,,,,,,,,,,,,,,
601,Acanthiza inornata,"Scrubwrens, thornbills and allies",Western thornbill,Acanthizidae,,Passeriformes,,Western_thornbill,,https://en.wikipedia.org/wiki/Western_thornbill,,,,,,,,,,,,,,,,,
602,Acanthiza iredalei,"Scrubwrens, thornbills and allies",Slender-billed thornbill,Acanthizidae,,Passeriformes,,Slender-billed_thornbill,,https://en.wikipedia.org/wiki/Slender-billed_thornbill,,,,,,,,,,,,,,,,,
603,Acanthiza ewingii,"Scrubwrens, thornbills and allies",Tasmanian thornbill,Acanthizidae,,Passeriformes,,Tasmanian_thornbill,,https://en.wikipedia.org/wiki/Tasmanian_thornbill,,,,,,,,,,,,,,,,,
604,Acanthiza apicalis,"Scrubwrens, thornbills and allies",Inland thornbill,Acanthizidae,,Passeriformes,,Inland_thornbill,,https://en.wikipedia.org/wiki/Inland_thornbill,,,,,,,,,,,,,,,,,
605,Acanthiza pusilla,"Scrubwrens, thornbills and allies",Brown thornbill,Acanthizidae,,Passeriformes,,Brown_thornbill,,https://en.wikipedia.org/wiki/Brown_thornbill,,,,,,,,,,,,,,,,,
606,Acanthiza katherina,"Scrubwrens, thornbills and allies",Mountain thornbill,Acanthizidae,,Passeriformes,,Mountain_thornbill,,https://en.wikipedia.org/wiki/Mountain_thornbill,,,,,,,,,,,,,,,,,
607,Aphelocephala leucopsis,"Scrubwrens, thornbills and allies",Southern whiteface,Acanthizidae,,Passeriformes,,Southern_whiteface,,https://en.wikipedia.org/wiki/Southern_whiteface,,,,,,,,,,,,,,,,,
608,Aphelocephala pectoralis,"Scrubwrens, thornbills and allies",Chestnut-breasted whiteface,Acanthizidae,,Passeriformes,,Chestnut-breasted_whiteface,,https://en.wikipedia.org/wiki/Chestnut-breasted_whiteface,,,,,,,,,,,,,,,,,
609,Aphelocephala nigricincta,"Scrubwrens, thornbills and allies",Banded whiteface,Acanthizidae,,Passeriformes,,Banded_whiteface,,https://en.wikipedia.org/wiki/Banded_whiteface,,,,,,,,,,,,,,,,,
610,Pardalotus punctatus,Pardalotes,Spotted pardalote,Pardalotidae,,Passeriformes,,Spotted_pardalote,,https://en.wikipedia.org/wiki/Spotted_pardalote,,,,,,,,,,,,,,,,,
611,Pardalotus quadragintus,Pardalotes,Forty-spotted pardalote,Pardalotidae,,Passeriformes,,Forty-spotted_pardalote,,https://en.wikipedia.org/wiki/Forty-spotted_pardalote,,,,,,,,,,,,,,,,,
612,Pardalotus rubricatus,Pardalotes,Red-browed pardalote,Pardalotidae,,Passeriformes,,Red-browed_pardalote,,https://en.wikipedia.org/wiki/Red-browed_pardalote,,,,,,,,,,,,,,,,,
613,Pardalotus striatus,Pardalotes,Striated pardalote,Pardalotidae,,Passeriformes,,Striated_pardalote,,https://en.wikipedia.org/wiki/Striated_pardalote,,,,,,,,,,,,,,,,,
614,Acanthorhynchus tenuirostris,Honeyeaters,Eastern spinebill,Meliphagidae,,Passeriformes,,Eastern_spinebill,,https://en.wikipedia.org/wiki/Eastern_spinebill,,,,,,,,,,,,,,,,,
615,Acanthorhynchus superciliosus,Honeyeaters,Western spinebill,Meliphagidae,,Passeriformes,,Western_spinebill,,https://en.wikipedia.org/wiki/Western_spinebill,,,,,,,,,,,,,,,,,
616,Certhionyx variegatus,Honeyeaters,Pied honeyeater,Meliphagidae,,Passeriformes,,Pied_honeyeater,,https://en.wikipedia.org/wiki/Pied_honeyeater,,,,,,,,,,,,,,,,,
617,Meliphaga lewinii,Honeyeaters,Lewin's honeyeater,Meliphagidae,,Passeriformes,,Lewin's_honeyeater,,https://en.wikipedia.org/wiki/Lewin's_honeyeater,,,,,,,,,,,,,,,,,
618,Meliphaga notata,Honeyeaters,Yellow-spotted honeyeater,Meliphagidae,,Passeriformes,,Yellow-spotted_honeyeater,,https://en.wikipedia.org/wiki/Yellow-spotted_honeyeater,,,,,,,,,,,,,,,,,
619,Meliphaga gracilis,Honeyeaters,Graceful honeyeater,Meliphagidae,,Passeriformes,,Graceful_honeyeater,,https://en.wikipedia.org/wiki/Graceful_honeyeater,,,,,,,,,,,,,,,,,
620,Meliphaga albilineata,Honeyeaters,White-lined honeyeater,Meliphagidae,,Passeriformes,,White-lined_honeyeater,,https://en.wikipedia.org/wiki/White-lined_honeyeater,,,,,,,,,,,,,,,,,
621,Meliphaga fordiana,Honeyeaters,Kimberley honeyeater,Meliphagidae,,Passeriformes,,Kimberley_honeyeater,,https://en.wikipedia.org/wiki/Kimberley_honeyeater,,,,,,,,,,,,,,,,,
622,Bolemoreus frenatus,Honeyeaters,Bridled honeyeater,Meliphagidae,,Passeriformes,,Bridled_honeyeater,,https://en.wikipedia.org/wiki/Bridled_honeyeater,,,,,,,,,,,,,,,,,
623,Bolemoreus hindwoodi,Honeyeaters,Eungella honeyeater,Meliphagidae,,Passeriformes,,Eungella_honeyeater,,https://en.wikipedia.org/wiki/Eungella_honeyeater,,,,,,,,,,,,,,,,,
624,Caligavis chrysops,Honeyeaters,Yellow-faced honeyeater,Meliphagidae,,Passeriformes,,Yellow-faced_honeyeater,,https://en.wikipedia.org/wiki/Yellow-faced_honeyeater,,,,,,,,,,,,,,,,,
625,Gavicalis virescens,Honeyeaters,Singing honeyeater,Meliphagidae,,Passeriformes,,Singing_honeyeater,,https://en.wikipedia.org/wiki/Singing_honeyeater,,,,,,,,,,,,,,,,,
626,Gavicalis versicolor,Honeyeaters,Varied honeyeater,Meliphagidae,,Passeriformes,,Varied_honeyeater,,https://en.wikipedia.org/wiki/Varied_honeyeater,,,,,,,,,,,,,,,,,
627,Gavicalis fasciogularis,Honeyeaters,Mangrove honeyeater,Meliphagidae,,Passeriformes,,Mangrove_honeyeater,,https://en.wikipedia.org/wiki/Mangrove_honeyeater,,,,,,,,,,,,,,,,,
628,Stomiopera unicolor,Honeyeaters,White-gaped honeyeater,Meliphagidae,,Passeriformes,,White-gaped_honeyeater,,https://en.wikipedia.org/wiki/White-gaped_honeyeater,,,,,,,,,,,,,,,,,
629,Stomiopera flava,Honeyeaters,Yellow honeyeater,Meliphagidae,,Passeriformes,,Yellow_honeyeater,,https://en.wikipedia.org/wiki/Yellow_honeyeater,,,,,,,,,,,,,,,,,
630,Nesoptilotis leucotis,Honeyeaters,White-eared honeyeater,Meliphagidae,,Passeriformes,,White-eared_honeyeater,,https://en.wikipedia.org/wiki/White-eared_honeyeater,,,,,,,,,,,,,,,,,
631,Nesoptilotis flavicollis,Honeyeaters,Yellow-throated honeyeater,Meliphagidae,,Passeriformes,,Yellow-throated_honeyeater,,https://en.wikipedia.org/wiki/Yellow-throated_honeyeater,,,,,,,,,,,,,,,,,
632,Lichenostomus melanops,Honeyeaters,Yellow-tufted honeyeater,Meliphagidae,,Passeriformes,,Yellow-tufted_honeyeater,,https://en.wikipedia.org/wiki/Yellow-tufted_honeyeater,,,,,,,,,,,,,,,,,
633,Lichenostomus cratitius,Honeyeaters,Purple-gaped honeyeater,Meliphagidae,,Passeriformes,,Purple-gaped_honeyeater,,https://en.wikipedia.org/wiki/Purple-gaped_honeyeater,,,,,,,,,,,,,,,,,
634,Ptilotula keartlandi,Honeyeaters,Grey-headed honeyeater,Meliphagidae,,Passeriformes,,Grey-headed_honeyeater,,https://en.wikipedia.org/wiki/Grey-headed_honeyeater,,,,,,,,,,,,,,,,,
635,Ptilotula ornata,Honeyeaters,Yellow-plumed honeyeater,Meliphagidae,,Passeriformes,,Yellow-plumed_honeyeater,,https://en.wikipedia.org/wiki/Yellow-plumed_honeyeater,,,,,,,,,,,,,,,,,
636,Ptilotula plumula,Honeyeaters,Grey-fronted honeyeater,Meliphagidae,,Passeriformes,,Grey-fronted_honeyeater,,https://en.wikipedia.org/wiki/Grey-fronted_honeyeater,,,,,,,,,,,,,,,,,
637,Ptilotula fusca,Honeyeaters,Fuscous honeyeater,Meliphagidae,,Passeriformes,,Fuscous_honeyeater,,https://en.wikipedia.org/wiki/Fuscous_honeyeater,,,,,,,,,,,,,,,,,
638,Ptilotula flavescens,Honeyeaters,Yellow-tinted honeyeater,Meliphagidae,,Passeriformes,,Yellow-tinted_honeyeater,,https://en.wikipedia.org/wiki/Yellow-tinted_honeyeater,,,,,,,,,,,,,,,,,
639,Ptilotula penicillata,Honeyeaters,White-plumed honeyeater,Meliphagidae,,Passeriformes,,White-plumed_honeyeater,,https://en.wikipedia.org/wiki/White-plumed_honeyeater,,,,,,,,,,,,,,,,,
640,Purnella albifrons,Honeyeaters,White-fronted honeyeater,Meliphagidae,,Passeriformes,,White-fronted_honeyeater,,https://en.wikipedia.org/wiki/White-fronted_honeyeater,,,,,,,,,,,,,,,,,
641,Manorina melanophrys,Honeyeaters,Bell miner,Meliphagidae,,Passeriformes,,Bell_miner,,https://en.wikipedia.org/wiki/Bell_miner,,,,,,,,,,,,,,,,,
643,Manorina melanotis,Honeyeaters,Black-eared miner,Meliphagidae,,Passeriformes,,Black-eared_miner,,https://en.wikipedia.org/wiki/Black-eared_miner,,,,,,,,,,,,,,,,,
644,Manorina flavigula,Honeyeaters,Yellow-throated miner,Meliphagidae,,Passeriformes,,Yellow-throated_miner,,https://en.wikipedia.org/wiki/Yellow-throated_miner,,,,,,,,,,,,,,,,,
645,Acanthagenys rufogularis,Honeyeaters,Spiny-cheeked honeyeater,Meliphagidae,,Passeriformes,,Spiny-cheeked_honeyeater,,https://en.wikipedia.org/wiki/Spiny-cheeked_honeyeater,,,,,,,,,,,,,,,,,
646,Anthochaera lunulata,Honeyeaters,Western wattlebird,Meliphagidae,,Passeriformes,,Western_wattlebird,,https://en.wikipedia.org/wiki/Western_wattlebird,,,,,,,,,,,,,,,,,
647,Anthochaera chrysoptera,Honeyeaters,Little wattlebird,Meliphagidae,,Passeriformes,,Little_wattlebird,,https://en.wikipedia.org/wiki/Little_wattlebird,,,,,,,,,,,,,,,,,
648,Anthochaera phrygia,Honeyeaters,Regent honeyeater,Meliphagidae,,Passeriformes,,Regent_honeyeater,,https://en.wikipedia.org/wiki/Regent_honeyeater,,,,,,,,,,,,,,,,,
649,Anthochaera carunculata,Honeyeaters,Red wattlebird,Meliphagidae,,Passeriformes,,Red_wattlebird,,https://en.wikipedia.org/wiki/Red_wattlebird,,,,,,,,,,,,,,,,,
650,Anthochaera paradoxa,Honeyeaters,Yellow wattlebird,Meliphagidae,,Passeriformes,,Yellow_wattlebird,,https://en.wikipedia.org/wiki/Yellow_wattlebird,,,,,,,,,,,,,,,,,
651,Ramsayornis modestus,Honeyeaters,Brown-backed honeyeater,Meliphagidae,,Passeriformes,,Brown-backed_honeyeater,,https://en.wikipedia.org/wiki/Brown-backed_honeyeater,,,,,,,,,,,,,,,,,
652,Ramsayornis fasciatus,Honeyeaters,Bar-breasted honeyeater,Meliphagidae,,Passeriformes,,Bar-breasted_honeyeater,,https://en.wikipedia.org/wiki/Bar-breasted_honeyeater,,,,,,,,,,,,,,,,,
653,Conopophila albogularis,Honeyeaters,Rufous-banded honeyeater,Meliphagidae,,Passeriformes,,Rufous-banded_honeyeater,,https://en.wikipedia.org/wiki/Rufous-banded_honeyeater,,,,,,,,,,,,,,,,,
654,Conopophila rufogularis,Honeyeaters,Rufous-throated honeyeater,Meliphagidae,,Passeriformes,,Rufous-throated_honeyeater,,https://en.wikipedia.org/wiki/Rufous-throated_honeyeater,,,,,,,,,,,,,,,,,
655,Conopophila whitei,Honeyeaters,Grey honeyeater,Meliphagidae,,Passeriformes,,Grey_honeyeater,,https://en.wikipedia.org/wiki/Grey_honeyeater,,,,,,,,,,,,,,,,,
656,Sugomel niger,Honeyeaters,Black honeyeater,Meliphagidae,,Passeriformes,,Black_honeyeater,,https://en.wikipedia.org/wiki/Black_honeyeater,,,,,,,,,,,,,,,,,
657,Myzomela obscura,Honeyeaters,Dusky honeyeater,Meliphagidae,,Passeriformes,,Dusky_honeyeater,,https://en.wikipedia.org/wiki/Dusky_honeyeater,,,,,,,,,,,,,,,,,
658,Myzomela erythrocephala,Honeyeaters,Red-headed honeyeater,Meliphagidae,,Passeriformes,,Red-headed_honeyeater,,https://en.wikipedia.org/wiki/Red-headed_honeyeater,,,,,,,,,,,,,,,,,
659,Myzomela sanguinolenta,Honeyeaters,Scarlet honeyeater,Meliphagidae,,Passeriformes,,Scarlet_honeyeater,,https://en.wikipedia.org/wiki/Scarlet_honeyeater,,,,,,,,,,,,,,,,,
660,Glycichaera fallax,Honeyeaters,Green-backed honeyeater,Meliphagidae,,Passeriformes,,Green-backed_honeyeater,,https://en.wikipedia.org/wiki/Green-backed_honeyeater,,,,,,,,,,,,,,,,,
661,Gliciphila melanops,Honeyeaters,Tawny-crowned honeyeater,Meliphagidae,,Passeriformes,,Tawny-crowned_honeyeater,,https://en.wikipedia.org/wiki/Tawny-crowned_honeyeater,,,,,,,,,,,,,,,,,
662,Cissomela pectoralis,Honeyeaters,Banded honeyeater,Meliphagidae,,Passeriformes,,Banded_honeyeater,,https://en.wikipedia.org/wiki/Banded_honeyeater,,,,,,,,,,,,,,,,,
663,Lichmera indistincta,Honeyeaters,Brown honeyeater,Meliphagidae,,Passeriformes,,Brown_honeyeater,,https://en.wikipedia.org/wiki/Brown_honeyeater,,,,,,,,,,,,,,,,,
664,Phylidonyris pyrrhoptera,Honeyeaters,Crescent honeyeater,Meliphagidae,,Passeriformes,,Crescent_honeyeater,,https://en.wikipedia.org/wiki/Crescent_honeyeater,,,,,,,,,,,,,,,,,
665,Phylidonyris novaehollandiae,Honeyeaters,New Holland honeyeater,Meliphagidae,,Passeriformes,,New_Holland_honeyeater,,https://en.wikipedia.org/wiki/New_Holland_honeyeater,,,,,,,,,,,,,,,,,
666,Phylidonyris nigra,Honeyeaters,White-cheeked honeyeater,Meliphagidae,,Passeriformes,,White-cheeked_honeyeater,,https://en.wikipedia.org/wiki/White-cheeked_honeyeater,,,,,,,,,,,,,,,,,
667,Trichodere cockerelli,Honeyeaters,White-streaked honeyeater,Meliphagidae,,Passeriformes,,White-streaked_honeyeater,,https://en.wikipedia.org/wiki/White-streaked_honeyeater,,,,,,,,,,,,,,,,,
668,Melithreptus gularis,Honeyeaters,Black-chinned honeyeater,Meliphagidae,,Passeriformes,,Black-chinned_honeyeater,,https://en.wikipedia.org/wiki/Black-chinned_honeyeater,,,,,,,,,,,,,,,,,
669,Melithreptus validirostris,Honeyeaters,Strong-billed honeyeater,Meliphagidae,,Passeriformes,,Strong-billed_honeyeater,,https://en.wikipedia.org/wiki/Strong-billed_honeyeater,,,,,,,,,,,,,,,,,
670,Melithreptus brevirostris,Honeyeaters,Brown-headed honeyeater,Meliphagidae,,Passeriformes,,Brown-headed_honeyeater,,https://en.wikipedia.org/wiki/Brown-headed_honeyeater,,,,,,,,,,,,,,,,,
671,Melithreptus albogularis,Honeyeaters,White-throated honeyeater,Meliphagidae,,Passeriformes,,White-throated_honeyeater,,https://en.wikipedia.org/wiki/White-throated_honeyeater,,,,,,,,,,,,,,,,,
672,Melithreptus lunatus,Honeyeaters,White-naped honeyeater,Meliphagidae,,Passeriformes,,White-naped_honeyeater,,https://en.wikipedia.org/wiki/White-naped_honeyeater,,,,,,,,,,,,,,,,,
673,Melithreptus chloropsis,Honeyeaters,Gilbert's honeyeater,Meliphagidae,,Passeriformes,,Gilbert's_honeyeater,,https://en.wikipedia.org/wiki/Gilbert's_honeyeater,,,,,,,,,,,,,,,,,
674,Melithreptus affinis,Honeyeaters,Black-headed honeyeater,Meliphagidae,,Passeriformes,,Black-headed_honeyeater,,https://en.wikipedia.org/wiki/Black-headed_honeyeater,,,,,,,,,,,,,,,,,
676,Philemon buceroides,Honeyeaters,Helmeted friarbird,Meliphagidae,,Passeriformes,,Helmeted_friarbird,,https://en.wikipedia.org/wiki/Helmeted_friarbird,,,,,,,,,,,,,,,,,
677,Philemon argenticeps,Honeyeaters,Silver-crowned friarbird,Meliphagidae,,Passeriformes,,Silver-crowned_friarbird,,https://en.wikipedia.org/wiki/Silver-crowned_friarbird,,,,,,,,,,,,,,,,,
678,Philemon corniculatus,Honeyeaters,Noisy friarbird,Meliphagidae,,Passeriformes,,Noisy_friarbird,,https://en.wikipedia.org/wiki/Noisy_friarbird,,,,,,,,,,,,,,,,,
679,Philemon citreogularis,Honeyeaters,Little friarbird,Meliphagidae,,Passeriformes,,Little_friarbird,,https://en.wikipedia.org/wiki/Little_friarbird,,,,,,,,,,,,,,,,,
680,Xanthotis macleayana,Honeyeaters,Macleay's honeyeater,Meliphagidae,,Passeriformes,,Macleay's_honeyeater,,https://en.wikipedia.org/wiki/Macleay's_honeyeater,,,,,,,,,,,,,,,,,
681,Xanthotis flaviventer,Honeyeaters,Tawny-breasted honeyeater,Meliphagidae,,Passeriformes,,Tawny-breasted_honeyeater,,https://en.wikipedia.org/wiki/Tawny-breasted_honeyeater,,,,,,,,,,,,,,,,,
682,Plectorhyncha lanceolata,Honeyeaters,Striped honeyeater,Meliphagidae,,Passeriformes,,Striped_honeyeater,,https://en.wikipedia.org/wiki/Striped_honeyeater,,,,,,,,,,,,,,,,,
683,Grantiella picta,Honeyeaters,Painted honeyeater,Meliphagidae,,Passeriformes,,Painted_honeyeater,,https://en.wikipedia.org/wiki/Painted_honeyeater,,,,,,,,,,,,,,,,,
684,Epthianura tricolor,Honeyeaters,Crimson chat,Meliphagidae,,Passeriformes,,Crimson_chat,,https://en.wikipedia.org/wiki/Crimson_chat,,,,,,,,,,,,,,,,,
685,Epthianura aurifrons,Honeyeaters,Orange chat,Meliphagidae,,Passeriformes,,Orange_chat,,https://en.wikipedia.org/wiki/Orange_chat,,,,,,,,,,,,,,,,,
686,Epthianura crocea,Honeyeaters,Yellow chat,Meliphagidae,,Passeriformes,,Yellow_chat,,https://en.wikipedia.org/wiki/Yellow_chat,,,,,,,,,,,,,,,,,
687,Epthianura albifrons,Honeyeaters,White-fronted chat,Meliphagidae,,Passeriformes,,White-fronted_chat,,https://en.wikipedia.org/wiki/White-fronted_chat,,,,,,,,,,,,,,,,,
688,Ashbyia lovensis,Honeyeaters,Gibberbird,Meliphagidae,,Passeriformes,,Gibberbird,,https://en.wikipedia.org/wiki/Gibberbird,,,,,,,,,,,,,,,,,
690,Pomatostomus halli,Babblers,Hall's babbler,Pomatostomidae,,Passeriformes,,Hall's_babbler,,https://en.wikipedia.org/wiki/Hall's_babbler,,,,,,,,,,,,,,,,,
691,Pomatostomus superciliosus,Babblers,White-browed babbler,Pomatostomidae,,Passeriformes,,White-browed_babbler,,https://en.wikipedia.org/wiki/White-browed_babbler,,,,,,,,,,,,,,,,,
692,Pomatostomus ruficeps,Babblers,Chestnut-crowned babbler,Pomatostomidae,,Passeriformes,,Chestnut-crowned_babbler,,https://en.wikipedia.org/wiki/Chestnut-crowned_babbler,,,,,,,,,,,,,,,,,
693,Orthonyx temminckii,Logrunner and chowchilla,Australian logrunner,Orthonychidae,,Passeriformes,,Australian_logrunner,,https://en.wikipedia.org/wiki/Australian_logrunner,,,,,,,,,,,,,,,,,
694,Orthonyx spaldingii,Logrunner and chowchilla,Chowchilla,Orthonychidae,,Passeriformes,,Chowchilla,,https://en.wikipedia.org/wiki/Chowchilla,,,,,,,,,,,,,,,,,
695,Cinclosoma punctatum,"Quail-thrush, whipbirds and wedgebills",Spotted quail-thrush,Psophodidae,,Passeriformes,,Spotted_quail-thrush,,https://en.wikipedia.org/wiki/Spotted_quail-thrush,,,,,,,,,,,,,,,,,
696,Cinclosoma castanotum,"Quail-thrush, whipbirds and wedgebills",Chestnut quail-thrush,Psophodidae,,Passeriformes,,Chestnut_quail-thrush,,https://en.wikipedia.org/wiki/Chestnut_quail-thrush,,,,,,,,,,,,,,,,,
697,Cinclosoma cinnamomeum,"Quail-thrush, whipbirds and wedgebills",Cinnamon quail-thrush,Psophodidae,,Passeriformes,,Cinnamon_quail-thrush,,https://en.wikipedia.org/wiki/Cinnamon_quail-thrush,,,,,,,,,,,,,,,,,
698,Cinclosoma clarum,"Quail-thrush, whipbirds and wedgebills",Copperback quail-thrush,Psophodidae,,Passeriformes,,Copperback_quail-thrush,,https://en.wikipedia.org/wiki/Copperback_quail-thrush,,,,,,,,,,,,,,,,,
699,Cinclosoma alisteri,"Quail-thrush, whipbirds and wedgebills",Nullarbor quail-thrush,Psophodidae,,Passeriformes,,Nullarbor_quail-thrush,,https://en.wikipedia.org/wiki/Nullarbor_quail-thrush,,,,,,,,,,,,,,,,,
700,Cinclosoma castaneothorax,"Quail-thrush, whipbirds and wedgebills",Chestnut-breasted quail-thrush,Psophodidae,,Passeriformes,,Chestnut-breasted_quail-thrush,,https://en.wikipedia.org/wiki/Chestnut-breasted_quail-thrush,,,,,,,,,,,,,,,,,
701,Cinclosoma marginatum,"Quail-thrush, whipbirds and wedgebills",Western quail-thrush,Psophodidae,,Passeriformes,,Western_quail-thrush,,https://en.wikipedia.org/wiki/Western_quail-thrush,,,,,,,,,,,,,,,,,
702,Psophodes olivaceus,"Quail-thrush, whipbirds and wedgebills",Eastern whipbird,Psophodidae,,Passeriformes,,Eastern_whipbird,,https://en.wikipedia.org/wiki/Eastern_whipbird,,,,,,,,,,,,,,,,,
703,Psophodes nigrogularis,"Quail-thrush, whipbirds and wedgebills",Western whipbird,Psophodidae,,Passeriformes,,Western_whipbird,,https://en.wikipedia.org/wiki/Western_whipbird,,,,,,,,,,,,,,,,,
704,Psophodes cristatus,"Quail-thrush, whipbirds and wedgebills",Chirruping wedgebill,Psophodidae,,Passeriformes,,Chirruping_wedgebill,,https://en.wikipedia.org/wiki/Chirruping_wedgebill,,,,,,,,,,,,,,,,,
705,Psophodes occidentalis,"Quail-thrush, whipbirds and wedgebills",Chiming wedgebill,Psophodidae,,Passeriformes,,Chiming_wedgebill,,https://en.wikipedia.org/wiki/Chiming_wedgebill,,,,,,,,,,,,,,,,,
706,Daphoenositta chrysoptera,Sittella,Varied sittella,Neosittidae,,Passeriformes,,Varied_sittella,,https://en.wikipedia.org/wiki/Varied_sittella,,,,,,,,,,,,,,,,,
707,Coracina maxima,Cuckooshrikes and trillers,Ground cuckooshrike,Campephagidae,,Passeriformes,,Ground_cuckooshrike,,https://en.wikipedia.org/wiki/Ground_cuckooshrike,,,,,,,,,,,,,,,,,
